County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,State
Jackson,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Ouachita,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Nevada,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Perry,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Phillips,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Pike,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Poinsett,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Polk,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Pope,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Prairie,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
HotSpring,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Pulaski,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,AR
Apache,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,AZ
Cochise,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Coconino,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,AZ
Gila,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Graham,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Greenlee,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
LaPaz,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Maricopa,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,AZ
Mohave,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,AZ
Navajo,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,AZ
Pima,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Pinal,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
SantaCruz,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Yavapai,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
Yuma,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,AZ
ElDorado,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,CA
Fresno,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Glenn,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Humboldt,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Imperial,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,CA
Inyo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Kern,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Kings,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Lake,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Lassen,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,CA
LosAngeles,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Madera,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Marin,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Mariposa,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Mendocino,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Merced,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Modoc,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,CA
Mono,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,CA
Monterey,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Napa,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Nevada,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,CA
Orange,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Placer,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,CA
Plumas,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Riverside,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,CA
Sacramento,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanBenito,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanBernardino,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanDiego,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanFrancisco,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanJoaquin,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanLuisObispo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SanMateo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SantaBarbara,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SantaClara,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
SantaCruz,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Shasta,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,CA
Sierra,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,CA
Siskiyou,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,CA
Solano,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Sonoma,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Stanislaus,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Sutter,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Tehama,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Trinity,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Tulare,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Tuolumne,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Ventura,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Yolo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Yuba,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Alameda,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Alpine,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,CA
Amador,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Butte,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Calaveras,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
Colusa,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
ContraCosta,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,CA
DelNorte,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,CA
Lake,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
LaPlata,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Larimer,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
LasAnimas,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Lincoln,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Logan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Mesa,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Mineral,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Moffat,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,CO
Montezuma,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Montrose,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Morgan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Otero,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Ouray,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Park,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Phillips,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Pitkin,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Prowers,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Pueblo,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
RioBlanco,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,CO
RioGrande,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Routt,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Saguache,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
SanJuan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
SanMiguel,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Sedgwick,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Summit,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Teller,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Washington,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Weld,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Yuma,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Adams,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Alamosa,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Arapahoe,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Archuleta,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Baca,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Bent,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Boulder,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Broomfield,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Chaffee,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Cheyenne,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
ClearCreek,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Conejos,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Costilla,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Crowley,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Custer,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Delta,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Denver,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Dolores,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Douglas,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Eagle,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Elbert,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
ElPaso,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Fremont,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Garfield,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Gilpin,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Grand,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Gunnison,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Hinsdale,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Huerfano,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Jackson,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Jefferson,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Kiowa,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
KitCarson,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,CO
Fairfield,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
Hartford,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
Litchfield,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
Middlesex,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
NewHaven,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
NewLondon,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
Tolland,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
Windham,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,CT
