AgencyID,AgencyName,Mode,TimePeriod,RevenueMiles,DeadheadMiles,PassengerMiles
20,Kitsap Transit,VP,Average Typical Sunday,,,
20,Kitsap Transit,VP,Annual Total,960421,0,4190424
21,Whatcom Transportation Authority,DR,Average Weekday - AM Peak,,,
21,Whatcom Transportation Authority,DR,Average Weekday - Midday,,,
21,Whatcom Transportation Authority,DR,Average Weekday - PM Peak,,,
21,Whatcom Transportation Authority,DR,Average Weekday - Other,,,
21,Whatcom Transportation Authority,DR,Average Typical Weekday,2861,319,4204
21,Whatcom Transportation Authority,DR,Average Typical Saturday,1352,176,1743
21,Whatcom Transportation Authority,DR,Average Typical Sunday,660,78,797
21,Whatcom Transportation Authority,DR,Annual Total,835350,95086,1207051
21,Whatcom Transportation Authority,DT,Average Weekday - AM Peak,,,
21,Whatcom Transportation Authority,DT,Average Weekday - Midday,,,
21,Whatcom Transportation Authority,DT,Average Weekday - PM Peak,,,
21,Whatcom Transportation Authority,DT,Average Weekday - Other,,,
21,Whatcom Transportation Authority,DT,Average Typical Weekday,,,
21,Whatcom Transportation Authority,DT,Average Typical Saturday,,,
21,Whatcom Transportation Authority,DT,Average Typical Sunday,,,
21,Whatcom Transportation Authority,DT,Annual Total,29018,,30468
21,Whatcom Transportation Authority,MB,Average Weekday - AM Peak,,,
21,Whatcom Transportation Authority,MB,Average Weekday - Midday,,,
21,Whatcom Transportation Authority,MB,Average Weekday - PM Peak,,,
21,Whatcom Transportation Authority,MB,Average Weekday - Other,,,
21,Whatcom Transportation Authority,MB,Average Typical Weekday,6174,515,50032
21,Whatcom Transportation Authority,MB,Average Typical Saturday,3494,304,22009
21,Whatcom Transportation Authority,MB,Average Typical Sunday,1306,76,8811
21,Whatcom Transportation Authority,MB,Annual Total,1826686,151240,14388850
21,Whatcom Transportation Authority,VP,Average Weekday - AM Peak,,,
21,Whatcom Transportation Authority,VP,Average Weekday - Midday,,,
21,Whatcom Transportation Authority,VP,Average Weekday - PM Peak,,,
21,Whatcom Transportation Authority,VP,Average Weekday - Other,,,
21,Whatcom Transportation Authority,VP,Average Typical Weekday,1937,4,9675
21,Whatcom Transportation Authority,VP,Average Typical Saturday,196,0,423
21,Whatcom Transportation Authority,VP,Average Typical Sunday,154,0,219
21,Whatcom Transportation Authority,VP,Annual Total,509939,1075,2515277
22,City of Pocatello,DR,Annual Total,418440,,
22,City of Pocatello,MB,Annual Total,352416,,
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Weekday - AM Peak,,,
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Weekday - Midday,,,
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Weekday - PM Peak,,,
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Weekday - Other,,,
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Typical Weekday,631,0,4953
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Typical Saturday,631,0,9286
23,City of Seattle - Seattle Center Monorail Transit,MG,Average Typical Sunday,631,0,5572
23,City of Seattle - Seattle Center Monorail Transit,MG,Annual Total,229219,0,2063658
24,Clark County Public Transportation Benefit Area Authority,CB,Average Weekday - AM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,CB,Average Weekday - Midday,,,
24,Clark County Public Transportation Benefit Area Authority,CB,Average Weekday - PM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,CB,Average Weekday - Other,,,
24,Clark County Public Transportation Benefit Area Authority,CB,Average Typical Weekday,3103,1936,33068
24,Clark County Public Transportation Benefit Area Authority,CB,Average Typical Saturday,,0,0
24,Clark County Public Transportation Benefit Area Authority,CB,Average Typical Sunday,,0,0
24,Clark County Public Transportation Benefit Area Authority,CB,Annual Total,794457,495567,8465445
24,Clark County Public Transportation Benefit Area Authority,DR,Average Weekday - AM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,DR,Average Weekday - Midday,,,
24,Clark County Public Transportation Benefit Area Authority,DR,Average Weekday - PM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,DR,Average Weekday - Other,,,
24,Clark County Public Transportation Benefit Area Authority,DR,Average Typical Weekday,4206,730,5385
24,Clark County Public Transportation Benefit Area Authority,DR,Average Typical Saturday,2053,419,2580
24,Clark County Public Transportation Benefit Area Authority,DR,Average Typical Sunday,2183,450,2633
24,Clark County Public Transportation Benefit Area Authority,DR,Annual Total,1308293,234251,1662815
24,Clark County Public Transportation Benefit Area Authority,MB,Average Weekday - AM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,MB,Average Weekday - Midday,,,
24,Clark County Public Transportation Benefit Area Authority,MB,Average Weekday - PM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,MB,Average Weekday - Other,,,
24,Clark County Public Transportation Benefit Area Authority,MB,Average Typical Weekday,9835,876,84689
24,Clark County Public Transportation Benefit Area Authority,MB,Average Typical Saturday,6006,467,48213
24,Clark County Public Transportation Benefit Area Authority,MB,Average Typical Sunday,3975,328,32078
24,Clark County Public Transportation Benefit Area Authority,MB,Annual Total,3069796,269222,26206075
24,Clark County Public Transportation Benefit Area Authority,VP,Average Weekday - AM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,VP,Average Weekday - Midday,,,
24,Clark County Public Transportation Benefit Area Authority,VP,Average Weekday - PM Peak,,,
24,Clark County Public Transportation Benefit Area Authority,VP,Average Weekday - Other,,,
24,Clark County Public Transportation Benefit Area Authority,VP,Average Typical Weekday,1558,0,7642
24,Clark County Public Transportation Benefit Area Authority,VP,Average Typical Saturday,,0,
24,Clark County Public Transportation Benefit Area Authority,VP,Average Typical Sunday,,0,
24,Clark County Public Transportation Benefit Area Authority,VP,Annual Total,399061,0,1956221
25,Salem Area Mass Transit District,DR,Average Weekday - AM Peak,,,
25,Salem Area Mass Transit District,DR,Average Weekday - Midday,,,
25,Salem Area Mass Transit District,DR,Average Weekday - PM Peak,,,
25,Salem Area Mass Transit District,DR,Average Weekday - Other,,,
25,Salem Area Mass Transit District,DR,Average Typical Weekday,20124,1428,
25,Salem Area Mass Transit District,DR,Average Typical Saturday,4099,291,
25,Salem Area Mass Transit District,DR,Average Typical Sunday,840,59,
25,Salem Area Mass Transit District,DR,Annual Total,5316303,377226,
25,Salem Area Mass Transit District,MB,Average Weekday - AM Peak,,,
25,Salem Area Mass Transit District,MB,Average Weekday - Midday,,,
25,Salem Area Mass Transit District,MB,Average Weekday - PM Peak,,,
25,Salem Area Mass Transit District,MB,Average Weekday - Other,,,
25,Salem Area Mass Transit District,MB,Average Typical Weekday,8141,523,46908
25,Salem Area Mass Transit District,MB,Average Typical Saturday,,,
25,Salem Area Mass Transit District,MB,Average Typical Sunday,,,
25,Salem Area Mass Transit District,MB,Annual Total,2059616,132376,11867740
25,Salem Area Mass Transit District,VP,Average Weekday - AM Peak,,,
25,Salem Area Mass Transit District,VP,Average Weekday - Midday,,,
25,Salem Area Mass Transit District,VP,Average Weekday - PM Peak,,,
25,Salem Area Mass Transit District,VP,Average Weekday - Other,,,
25,Salem Area Mass Transit District,VP,Average Typical Weekday,2354,0,13310
25,Salem Area Mass Transit District,VP,Average Typical Saturday,110,0,55
25,Salem Area Mass Transit District,VP,Average Typical Sunday,110,0,58
25,Salem Area Mass Transit District,VP,Annual Total,597878,0,3400657
28,Pierce County Ferry Operations,FB,Average Weekday - AM Peak,,,
28,Pierce County Ferry Operations,FB,Average Weekday - Midday,,,
28,Pierce County Ferry Operations,FB,Average Weekday - PM Peak,,,
28,Pierce County Ferry Operations,FB,Average Weekday - Other,,,
28,Pierce County Ferry Operations,FB,Average Typical Weekday,96,0,7674
28,Pierce County Ferry Operations,FB,Average Typical Saturday,106,0,7999
28,Pierce County Ferry Operations,FB,Average Typical Sunday,92,0,6439
28,Pierce County Ferry Operations,FB,Annual Total,35557,0,1324354
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - AM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - Midday,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - PM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - Other,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Typical Weekday,3083,3447,81056
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Typical Saturday,,0,0
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Typical Sunday,,0,0
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Annual Total,789259,882446,20669106
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - AM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - Midday,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - PM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Weekday - Other,,,
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Typical Weekday,3494,3739,118372
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Typical Saturday,,0,0
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Average Typical Sunday,,0,0
29,Snohomish County Public Transportation Benefit Area Corporation,CB,Annual Total,894394,957307,30186341
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Weekday - AM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Weekday - Midday,,,
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Weekday - PM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Weekday - Other,,,
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Typical Weekday,5425,887,7804
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Typical Saturday,2287,434,2449
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Average Typical Sunday,1427,318,1325
29,Snohomish County Public Transportation Benefit Area Corporation,DR,Annual Total,1566883,261669,2188196
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Weekday - AM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Weekday - Midday,,,
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Weekday - PM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Weekday - Other,,,
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Typical Weekday,16652,2936,105271
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Typical Saturday,9283,1194,56321
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Average Typical Sunday,6237,928,33547
29,Snohomish County Public Transportation Benefit Area Corporation,MB,Annual Total,4953326,844245,30994481
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Weekday - AM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Weekday - Midday,,,
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Weekday - PM Peak,,,
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Weekday - Other,,,
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Typical Weekday,17921,0,88233
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Typical Saturday,382,0,1097
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Average Typical Sunday,284,0,786
29,Snohomish County Public Transportation Benefit Area Corporation,VP,Annual Total,4711901,0,23126724
30,Chickaloon Native Village,DR,Annual Total,67677,,
31,Shoshone-Bannock Tribes ,MB,Annual Total,141181,,
32,Skokomish Indian Tribe,DR,Annual Total,35795,,
32,Skokomish Indian Tribe,MB,Annual Total,43250,,
34,Rogue Valley Transportation District,DR,Average Weekday - AM Peak,,,
34,Rogue Valley Transportation District,DR,Average Weekday - Midday,,,
34,Rogue Valley Transportation District,DR,Average Weekday - PM Peak,,,
34,Rogue Valley Transportation District,DR,Average Weekday - Other,,,
34,Rogue Valley Transportation District,DR,Average Typical Weekday,1934,76,1869
34,Rogue Valley Transportation District,DR,Average Typical Saturday,239,274,358
34,Rogue Valley Transportation District,DR,Average Typical Sunday,,,
34,Rogue Valley Transportation District,DR,Annual Total,502358,29633,511832
34,Rogue Valley Transportation District,MB,Average Weekday - AM Peak,,,
34,Rogue Valley Transportation District,MB,Average Weekday - Midday,,,
34,Rogue Valley Transportation District,MB,Average Weekday - PM Peak,,,
34,Rogue Valley Transportation District,MB,Average Weekday - Other,,,
34,Rogue Valley Transportation District,MB,Average Typical Weekday,2839,142,27240
34,Rogue Valley Transportation District,MB,Average Typical Saturday,840,68,7919
34,Rogue Valley Transportation District,MB,Average Typical Sunday,,,
34,Rogue Valley Transportation District,MB,Annual Total,755065,39594,7247989
35,Washington State Ferries,FB,Average Weekday - AM Peak,,,
35,Washington State Ferries,FB,Average Weekday - Midday,,,
35,Washington State Ferries,FB,Average Weekday - PM Peak,,,
35,Washington State Ferries,FB,Average Weekday - Other,,,
35,Washington State Ferries,FB,Average Typical Weekday,2530,7,516120
35,Washington State Ferries,FB,Average Typical Saturday,2440,3,499648
35,Washington State Ferries,FB,Average Typical Sunday,2401,23,491664
35,Washington State Ferries,FB,Annual Total,911952,3343,186771769
36,Makah Tribal Council,MB,Annual Total,44874,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - AM Peak,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - Midday,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - PM Peak,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - Other,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Typical Weekday,29983,11091,704731
40,Central Puget Sound Regional Transit Authority,CB,Average Typical Saturday,13387,1442,272390
40,Central Puget Sound Regional Transit Authority,CB,Average Typical Sunday,12403,1279,206401
40,Central Puget Sound Regional Transit Authority,CB,Annual Total,9093367,3017061,207515547
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - AM Peak,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - Midday,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - PM Peak,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Weekday - Other,,,
40,Central Puget Sound Regional Transit Authority,CB,Average Typical Weekday,8505,3488,206706
