"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"5561670","00200",12,0,5,"02",43150
"5561809","01101",31,0,1,"02",41800
"5561881","01309",16,0,0,"02",0
"5561943","00500",24,0,2,"02",42700
"5561954","01310",31,0,4,"02",28900
"5562038","00300",31,0,3,"02",20200
"5562094","00600",9,0,1,"07",17000
"5562194","01311",0,2,1,"  ",0
"5562460","00800",18,0,2,"02",44400
"5562467","00100",22,0,1,"02",39600
"5562476","00600",39,0,4,"02",27000
"5562488","01306",25,0,3,"02",38180
"5562522","00200",6,0,2,"02",60800
"5562642","01000",6,0,1,"02",0
"5562852","01311",31,0,2,"01",36500
"5562978","01310",28,0,2,"02",117100
"5563112","01102",10,0,3,"02",82140
"5563140","00500",7,0,0,"03",0
"5563528","01302",18,0,1,"02",23870
"5563538","01313",15,0,5,"09",61500
"5563971","00400",28,0,5,"02",44600
"5564167","00600",0,2,1,"  ",0
"5564431","01307",47,0,0,"04",0
"5564512","01303",24,0,2,"02",32800
"5564654","00702",31,0,2,"05",14500
"5564978","01306",28,0,2,"07",9360
"5565198","00702",43,0,3,"02",69840
"5565516","00100",3,0,3,"02",82680
"5565592","00702",24,0,2,"05",22000
"5565747","00300",16,0,5,"02",75000
"5565784","01101",30,0,1,"02",69000
"5566122","01200",0,1,1,"  ",0
"5566177","00100",6,0,2,"01",31000
"5566197","01200",6,0,2,"02",23200
"5566208","00100",6,0,2,"02",80000
"5566391","01306",30,0,3,"07",10000
"5566398","00100",0,1,1,"  ",0
"5566458","00300",0,1,1,"  ",0
"5566493","00300",6,0,0,"01",0
"5566670","01200",24,0,2,"02",40000
"5566709","00500",15,0,3,"02",1600
"5567443","01000",18,0,2,"02",57600
"5567546","00300",28,0,4,"02",56250
"5567630","01307",40,0,4,"02",131700
"5567649","01313",28,0,1,"02",93300
"5567860","01304",18,0,1,"02",31800
"5567912","01313",24,0,1,"03",52000
"5568008","01302",25,0,1,"06",30204
"5568161","00500",6,0,0,"02",0
"5568202","01313",22,0,2,"06",34000
"5568260","01302",25,0,1,"07",21400
"5568282","00800",27,0,1,"01",17300
"5569439","00600",16,0,4,"07",18500
"5569640","01301",22,0,1,"02",21400
"5569806","00800",6,0,1,"01",35100
"5570025","01200",22,0,3,"02",104500
"5570058","00900",28,0,2,"02",10400
"5570226","01000",22,0,2,"02",17800
"5570376","01306",21,0,2,"02",89000
"5570377","00500",18,0,4,"05",106600
"5570462","00500",18,0,2,"02",28000
"5570675","01000",9,0,4,"02",55500
"5570687","01306",37,0,4,"09",37000
"5570914","00702",21,0,1,"02",25000
"5571003","00100",19,0,4,"02",69060
"5571060","01312",21,0,2,"02",120000
"5571120","00500",16,0,5,"07",40000
"5571126","01312",21,0,2,"05",20800
"5571154","01101",28,0,2,"02",289000
"5571199","00300",27,0,1,"02",46400
"5571291","00100",26,0,0,"10",0
"5571303","01311",7,0,10,"02",144000
"5571551","01101",22,0,3,"04",9000
"5571627","01311",21,0,4,"08",35300
"5571806","01308",30,0,2,"02",82000
"5571878","00300",24,0,1,"02",30000
"5572067","01303",15,0,1,"02",12000
"5572110","01312",25,0,4,"02",125200
"5572126","00600",27,0,2,"02",66300
"5572363","01312",36,0,0,"08",0
"5572399","01308",18,0,3,"03",30000
"5572472","01305",18,0,2,"02",74000
"5572539","01306",18,0,4,"02",148000
"5572572","00400",21,0,4,"02",211800
"5572577","01311",21,0,1,"02",46000
"5572591","00500",6,0,3,"02",59500
"5572663","01306",24,0,2,"02",20280
"5572741","00500",12,0,1,"05",12900
"5572809","00200",21,0,3,"02",57000
"5573053","01000",3,0,2,"01",12000
"5573149","00701",21,0,2,"02",27990
"5573479","00900",170,0,0,"02",0
"5573549","01305",18,0,1,"02",45000
"5573678","01311",21,0,3,"02",51700
"5573827","00600",34,0,3,"02",58800
"5574107","01312",21,0,3,"02",120000
"5574148","00100",9,0,2,"01",30000
"5574180","01311",24,0,0,"08",0
"5574235","00600",6,0,3,"02",99500
"5574294","00500",18,0,1,"06",21900
"5574446","01302",18,0,1,"02",34900
"5574479","01313",27,0,5,"09",27200
"5574484","01304",0,1,1,"  ",0
"5575178","00900",31,0,5,"03",16500
"5575313","01311",18,0,3,"02",41400
"5575344","01307",27,0,4,"02",63900
"5575399","01301",21,0,2,"02",120000
"5575470","00701",27,0,2,"01",19500
"5575589","00600",6,0,1,"01",9990
"5575632","01311",21,0,5,"02",58000
"5575720","01302",0,2,1,"  ",0
"5575825","01302",18,0,1,"02",37280
"5575838","00900",9,0,2,"02",10600
"5575889","00900",66,0,0,"02",0
"5576065","00300",15,0,2,"03",24000
"5576082","01102",6,0,1,"01",15500
"5576086","01101",21,0,4,"02",67000
"5576203","01102",9,0,5,"02",66800
"5576231","01305",21,0,1,"06",6000
"5576461","00800",24,0,0,"02",0
"5576563","01102",27,0,2,"02",63000
"5576623","00900",27,0,3,"02",59800
"5576774","00400",30,0,1,"09",5300
"5576806","01311",25,0,7,"02",88150
"5576846","00800",21,0,2,"02",55800
"5577294","00900",9,0,3,"02",80000
"5577326","01101",21,0,1,"05",16200
"5577345","00100",18,0,4,"02",28000
"5577419","01303",18,0,2,"04",30200
"5577556","01311",24,0,3,"02",47010
"5577645","00800",9,0,2,"02",11590
"5577673","00800",21,0,3,"02",23000
"5577716","01102",24,0,4,"02",95000
"5577826","00900",30,0,2,"02",24000
"5577966","00702",28,0,2,"03",25800
"5578134","00300",6,0,2,"02",55980
"5578158","01312",15,0,2,"05",63500
"5578217","00900",21,0,2,"02",55000
"5578396","00200",7,0,1,"04",36000
"5578452","01101",25,0,2,"02",50600
"5578593","01000",30,0,3,"02",48500
"5579374","00100",10,0,0,"10",0
"5579376","01301",15,0,5,"02",28400
"5579408","01304",18,0,3,"02",108700
"5579414","01313",18,0,4,"09",43900
"5579611","01000",30,0,2,"02",14500
"5579629","01311",24,0,2,"02",98350
"5579692","01200",6,0,4,"02",63500
"5579797","00100",6,0,2,"02",24300
"5579827","01305",18,0,1,"07",60000
"5579834","00800",0,1,1,"  ",0
"5579960","01311",21,0,3,"05",45000
"5579963","01304",30,0,0,"09",0
"5579983","00500",19,0,5,"02",17500
"5580112","01313",18,0,4,"07",17200
"5580196","01102",24,0,2,"02",47010
"5580541","01304",40,0,3,"02",72300
"5580661","00100",6,0,1,"02",1380
"5580754","01305",18,0,2,"04",109000
"5580768","00800",30,0,0,"09",0
"5580877","01303",0,2,1,"  ",0
"5580895","00200",13,0,2,"02",12600
"5581018","00500",6,0,2,"02",17300
"5581196","01307",25,0,2,"02",33700
"5581321","01303",19,0,2,"02",138000
"5581348","01303",12,0,5,"02",72000
"5581917","01305",25,0,2,"05",26700
"5582028","00800",34,0,2,"02",19200
"5582149","00600",21,0,5,"02",67600
"5582207","01200",10,0,1,"01",28800
"5582338","01303",18,0,6,"02",91900
"5582355","00701",21,0,2,"02",44000
"5582415","01301",27,0,1,"02",58900
"5582500","01306",27,0,2,"02",58530
"5582614","00100",21,0,6,"01",42100
"5582869","01301",21,0,3,"02",182600
"5582876","00701",28,0,3,"01",24210
"5582935","01308",6,0,3,"02",87000
"5583165","00702",0,2,1,"  ",0
"5583221","01307",27,0,1,"01",11000
"5583266","01311",21,0,5,"02",62200
"5583563","00500",19,0,3,"01",-5250
"5584019","00400",27,0,1,"02",37100
"5584128","00100",10,0,2,"02",56300
"5584129","00200",25,0,3,"01",9000
"5584141","00500",18,0,3,"02",75000
"5584482","00600",25,0,2,"02",40450
"5584718","00500",19,0,2,"02",37800
"5584996","00900",25,0,2,"06",26030
"5585030","00702",18,0,1,"03",39500
"5585091","00100",9,0,4,"02",47800
"5585197","00300",28,0,1,"02",30000
"5585366","01313",36,0,2,"02",23500
"5585670","01313",24,0,1,"02",13000
"5585687","01303",16,0,3,"06",56000
"5585705","00500",18,0,9,"06",32400
"5585905","01311",37,0,2,"08",29900
"5585991","00500",22,0,1,"06",9100
"5586454","00701",24,0,1,"06",13000
"5586455","01309",28,0,2,"02",42900
"5586492","01101",12,0,6,"02",47324
"5586510","00600",6,0,5,"02",56290
"5586558","01303",22,0,4,"02",84050
"5586662","00702",24,0,2,"02",36000
"5586683","00100",17,0,0,"02",0
"5586752","00300",6,0,2,"02",79000
"5586874","01311",18,0,1,"02",21000
"5587048","00702",21,0,1,"01",10300
"5587113","00800",6,0,2,"01",52204
"5587794","00200",18,0,4,"02",69500
"5587903","00500",12,0,1,"02",7400
"5587979","01101",10,0,0,"01",0
"5588017","00100",0,1,1,"  ",0
"5588112","00400",6,0,2,"02",154600
"5588124","00400",24,0,4,"02",50000
"5588281","01000",6,0,2,"01",14000
"5588391","00702",27,0,1,"06",17000
"5588638","01000",18,0,2,"01",33940
"5588735","00500",6,0,2,"02",21100
"5588868","01200",28,0,1,"02",23800
"5589024","01310",33,0,3,"02",307700
"5589081","01310",28,0,1,"04",55000
"5589199","00400",24,0,4,"01",21700
"5589394","00600",25,0,2,"02",51100
"5589407","01310",24,0,1,"02",143200
"5589412","01304",0,1,1,"  ",0
"5589546","01313",15,0,5,"06",37300
"5589552","00300",23,0,0,"02",0
"5589638","00400",27,0,3,"03",39000
"5589677","01101",24,0,2,"06",38700
"5589829","00900",28,0,5,"01",24300
"5589965","01101",18,0,10,"02",50000
"5590331","01302",22,0,5,"02",52000
"5590446","00500",15,0,2,"01",10200
"5590530","01301",19,0,2,"02",105000
"5591053","01301",24,0,5,"08",20910
"5591057","00600",28,0,2,"02",37300
"5591133","01311",22,0,1,"07",36300
"5591233","00900",9,0,2,"02",18000
"5591533","01302",30,0,2,"02",40000
"5591555","00200",10,0,3,"02",16000
"5591749","01102",6,0,2,"02",41300
"5591811","01311",24,0,4,"02",45400
"5592041","01306",18,0,1,"06",37000
"5592085","01312",28,0,4,"02",74600
"5592105","00702",21,0,1,"02",9300
"5592154","01308",19,0,2,"02",51420
"5592223","00702",22,0,1,"02",3000
"5592419","01309",24,0,2,"02",68200
"5592485","00702",16,0,1,"02",18200
"5592641","01306",0,1,1,"  ",0
"5592753","00600",18,0,4,"02",50000
"5592802","00500",0,1,1,"  ",0
"5592870","01311",21,0,3,"02",50980
"5593138","01200",25,0,3,"06",13000
"5593373","01307",21,0,3,"02",56070
"5593519","00702",27,0,1,"03",37000
"5593650","00600",6,0,3,"02",59700
"5593890","01306",37,0,4,"02",36350
"5594267","00600",27,0,2,"02",55600
"5594421","01200",27,0,1,"09",72000
"5594697","01302",18,0,4,"02",48508
"5594765","01311",6,0,2,"02",199300
"5594967","01200",24,0,2,"02",53700
"5595068","01309",27,0,2,"02",99900
"5595360","01200",30,0,4,"02",77000
"5595438","00200",36,0,5,"02",65000
"5595758","01312",21,0,3,"03",59600
"5595910","00500",15,0,3,"02",83000
"5596001","01311",18,0,5,"02",49600
"5596005","01310",22,0,1,"02",24800
"5596408","00400",31,0,1,"02",15500
"5596474","01311",12,0,3,"02",50500
"5596971","00500",24,0,0,"02",0
"5597172","00500",0,1,1,"  ",0
"5597394","01301",31,0,2,"02",54200
"5597407","01200",27,0,2,"02",49700
"5597470","01310",27,0,2,"06",42100
"5597476","00500",25,0,2,"01",25200
"5597479","01304",24,0,1,"08",17000
"5597783","01101",12,0,5,"07",58000
"5597942","00500",0,1,1,"  ",0
"5598245","01303",21,0,2,"07",24100
"5598534","01311",28,0,2,"02",55120
"5598723","01306",15,0,1,"07",1050
"5598802","01102",24,0,5,"01",5200
"5599203","01310",12,0,5,"07",52000
"5599628","01311",28,0,4,"02",73300
"5599631","01200",28,0,3,"02",50000
"5599893","00300",12,0,4,"02",42600
"5599973","00800",36,0,0,"02",0
"5600352","00702",21,0,2,"02",44500
"5600377","01308",25,0,2,"02",47000
"5600392","01305",25,0,1,"06",510
"5600772","01304",30,0,1,"07",56000
"5600957","01308",31,0,2,"02",46800
"5600981","01000",21,0,2,"02",38000
"5601004","00200",6,0,0,"02",0
"5601347","00400",27,0,4,"02",310310
"5601654","01307",18,0,2,"02",43540
"5601761","01102",6,0,3,"02",16970
"5602015","01200",9,0,3,"02",63500
"5602061","01309",24,0,5,"02",68500
"5602142","00600",0,2,1,"  ",0
"5602155","01306",27,0,2,"01",19100
"5602162","00702",19,0,1,"06",25200
"5602338","01000",24,0,1,"02",76000
"5602558","01305",22,0,1,"09",21000
"5602681","01101",25,0,2,"02",50000
"5602689","00300",19,0,4,"05",72400
"5602966","01101",27,0,2,"02",64600
"5602971","00100",9,0,2,"02",40900
"5603155","01304",0,2,1,"  ",0
"5603180","01304",18,0,1,"09",16000
"5603374","01307",15,0,1,"02",80000
"5603376","00500",15,0,2,"02",36100
"5603677","00300",16,0,3,"02",27000
"5603986","01306",22,0,1,"02",11000
"5604162","01000",28,0,2,"02",47300
"5604242","01000",9,0,2,"02",16800
"5604375","01305",24,0,5,"06",28000
"5604383","00701",25,0,3,"02",46610
"5604404","00900",22,0,2,"02",44000
"5604520","00500",20,0,0,"10",0
"5604540","00500",6,0,1,"02",42000
"5604627","01307",22,0,3,"02",57000
"5604749","01304",27,0,0,"09",0
"5604755","01000",21,0,2,"05",13780
"5604757","01306",0,1,1,"  ",0
"5604862","01302",21,0,2,"02",33000
"5604895","00100",9,0,1,"04",21100
"5604949","00400",21,0,2,"02",54700
"5605100","01101",39,0,5,"07",17000
"5605142","01309",27,0,4,"02",36800
"5605587","00702",21,0,1,"03",5700
"5605882","01102",30,0,7,"01",143200
"5605979","01313",24,0,6,"07",67400
"5606203","00800",6,0,1,"01",14800
"5606216","01308",21,0,4,"02",27000
"5606408","01310",21,0,2,"02",111700
"5606541","00800",33,0,1,"01",16000
"5606776","00200",12,0,3,"02",13700
"5606974","01301",0,2,1,"  ",0
"5607028","01303",24,0,2,"02",299700
"5607108","01309",25,0,4,"02",41000
"5607257","01302",19,0,3,"03",61200
"5607263","00100",3,0,2,"01",55000
"5607428","00300",28,0,3,"02",90000
"5607617","00600",27,0,3,"02",87000
"5607651","01311",16,0,3,"02",27500
"5607806","00200",21,0,2,"02",52100
"5607993","00900",0,2,1,"  ",0
"5608613","01304",18,0,1,"07",25000
"5608637","00900",27,0,3,"03",37600
"5608812","01308",27,0,3,"02",55600
"5608921","00701",30,0,4,"02",100630
"5609026","01310",19,0,2,"02",53300
"5609138","00400",30,0,2,"05",34600
"5609249","00600",21,0,2,"02",14600
"5609264","00300",25,0,5,"01",131480
"5609371","00400",27,0,3,"02",104000
"5609637","00300",46,0,0,"06",0
"5609684","00701",24,0,2,"01",31200
"5609696","00200",9,0,2,"02",16500
"5609867","01312",30,0,1,"09",28000
"5610001","00600",22,0,1,"07",16000
"5610013","00600",6,0,1,"07",23000
"5610302","00900",33,0,1,"02",33000
"5610453","01310",12,0,5,"07",20000
"5610520","01309",21,0,5,"02",106000
"5610685","01301",24,0,1,"02",12000
"5610978","01101",24,0,3,"02",48300
"5611117","01305",0,1,1,"  ",0
"5611316","00702",21,0,2,"02",37500
"5611351","00500",18,0,2,"02",152800
"5611574","01101",25,0,2,"02",27200
"5611668","01200",6,0,4,"02",32800
"5611691","01313",18,0,1,"07",12000
"5611837","00100",6,0,3,"02",64260
"5611899","00400",27,0,2,"02",87000
"5612118","01102",22,0,2,"02",88800
"5612151","00100",15,0,3,"02",19500
"5612463","00500",3,0,2,"02",19300
"5612731","01200",27,0,2,"05",40000
"5613020","00200",3,0,4,"02",59100
"5613085","01308",31,0,1,"02",46700
"5613193","00701",27,0,4,"02",50150
"5613438","01301",23,0,0,"07",0
"5613657","00900",10,0,0,"01",0
"5613749","01303",18,0,2,"02",35000
"5613810","01101",31,0,2,"02",7000
"5613826","01303",28,0,2,"02",76000
"5614005","01302",0,1,1,"  ",0
"5614026","01304",25,0,1,"05",9520
"5614407","00900",6,0,4,"02",41000
"5614634","00702",24,0,2,"02",44000
"5614685","00900",31,0,4,"02",75000
"5614725","01308",34,0,4,"02",46200
"5614731","01305",22,0,1,"06",34700
"5614770","01305",19,0,3,"06",102500
"5614949","01313",34,0,5,"02",48470
"5614960","01200",0,2,1,"  ",0
"5615071","01313",40,0,2,"02",329500
"5615139","00300",22,0,1,"02",43000
"5615142","01308",22,0,2,"02",44000
"5615201","01301",20,0,0,"02",0
"5615244","01101",24,0,1,"04",8700
"5615298","01303",27,0,4,"02",62600
"5615412","00600",6,0,1,"02",6320
"5615484","01307",9,0,3,"01",12000
"5615576","00600",28,0,1,"05",26100
"5615589","01101",22,0,1,"04",26000
"5615596","01311",27,0,4,"02",115000
"5615713","01101",24,0,3,"02",269760
"5615726","01309",83,0,0,"06",0
"5615757","00702",18,0,3,"02",4300
"5615896","00900",27,0,1,"01",17000
"5616005","01306",24,0,3,"09",58500
"5616087","01313",36,0,3,"02",73000
"5616126","00600",12,0,2,"02",77000
"5616145","00200",7,0,0,"06",0
"5616209","01305",24,0,1,"02",50000
"5616442","01101",31,0,2,"09",36000
"5616693","01302",30,0,2,"02",64400
"5616803","01308",21,0,3,"02",68500
"5616990","01200",24,0,2,"02",33000
"5617087","01304",24,0,1,"07",27900
"5617506","00200",27,0,2,"02",79000
"5617797","00600",24,0,2,"02",37900
"5617816","01309",25,0,2,"02",202000
"5618129","01306",21,0,1,"02",38940
"5618328","01310",27,0,5,"02",112900
"5618392","01302",16,0,2,"02",61200
"5618405","00600",25,0,3,"02",117000
"5618508","00800",18,0,2,"02",14200
"5618525","01308",28,0,1,"09",9200
"5618668","00400",0,2,1,"  ",0
"5618720","01304",24,0,2,"09",33700
"5618806","00200",0,1,1,"  ",0
"5618907","00800",25,0,1,"02",16600
"5618914","00100",24,0,2,"02",50880
"5618995","00200",25,0,5,"02",34340
"5619010","01311",12,0,3,"02",58000
"5619139","01310",15,0,2,"08",34800
"5619337","01000",27,0,2,"02",19800
"5619715","01306",24,0,4,"02",70000
"5619863","01102",27,0,3,"02",79000
"5620047","01306",15,0,7,"01",49550
"5620215","00400",30,0,0,"02",0
"5620525","01311",18,0,4,"02",60200
"5620953","00900",9,0,2,"01",8900
"5621354","00800",22,0,2,"02",10200
"5621377","01102",15,0,2,"03",21400
"5621438","00500",26,0,4,"02",41580
"5621502","00500",22,0,6,"02",79250
"5621892","01301",12,0,6,"08",7500
"5622158","01102",7,0,2,"02",102500
"5622355","01306",22,0,5,"05",59200
"5622939","00100",6,0,3,"02",134500
"5622974","00900",27,0,2,"02",52570
"5623231","00400",25,0,4,"02",36000
"5623630","01306",22,0,3,"06",6770
"5623651","00800",16,0,2,"01",38500
"5623819","01101",21,0,3,"02",6250
"5623880","01101",19,0,2,"02",59200
"5624269","00100",6,0,2,"02",40900
"5624364","01200",24,0,3,"02",41400
"5624463","01304",18,0,1,"09",40000
"5624509","01200",6,0,3,"02",185000
"5624641","00100",17,0,0,"01",0
"5624717","01303",15,0,2,"02",51330
"5624811","00500",6,0,2,"01",39600
"5624900","00300",15,0,2,"02",73600
"5624963","01308",21,0,2,"03",336050
"5624990","00500",15,0,2,"01",62600
"5625018","01309",21,0,4,"02",118000
"5625180","00300",13,0,8,"03",10000
"5625453","00200",6,0,2,"02",62130
"5625502","01301",15,0,3,"02",40200
"5625511","00702",27,0,1,"05",20000
"5625716","01302",24,0,6,"02",1e+05
"5625880","01200",0,2,1,"  ",0
"5626281","01307",28,0,2,"05",16000
"5626613","01102",6,0,2,"02",83210
"5626845","00800",16,0,2,"02",36300
"5626945","01000",27,0,0,"02",0
"5627251","00500",12,0,7,"02",44100
"5627361","00300",7,0,0,"02",0
"5627529","01000",19,0,5,"02",41700
"5628047","00500",15,0,4,"02",48400
"5628313","00600",21,0,1,"02",21900
"5628422","00800",39,0,3,"02",67500
"5628664","00702",24,0,2,"02",80420
"5628679","01102",3,0,2,"02",17300
"5628844","01312",15,0,3,"02",123000
"5628935","00300",21,0,2,"02",113700
"5629008","00800",15,0,2,"02",7420
"5629106","01101",9,0,2,"02",32030
"5629540","01306",24,0,1,"07",12030
"5629551","01310",0,2,1,"  ",0
"5629576","01304",30,0,1,"02",34570
"5629746","01311",15,0,3,"02",130000
"5629750","01305",19,0,1,"02",30000
"5629890","01305",0,1,1,"  ",0
"5629958","01309",21,0,2,"02",112800
"5629986","00400",27,0,5,"02",49040
"5629995","01301",27,0,7,"06",51240
"5630027","01310",40,0,3,"04",48000
"5630035","00100",0,1,1,"  ",0
"5630050","00900",24,0,4,"02",12200
"5630246","01302",15,0,3,"02",99000
"5630329","01101",15,0,3,"09",39300
"5630432","00300",0,1,1,"  ",0
"5630580","00300",9,0,1,"02",24000
"5630705","00702",28,0,2,"01",29630
"5630802","01306",24,0,4,"05",40500
"5631196","00200",27,0,4,"02",58900
"5631197","01302",24,0,1,"02",50000
"5631341","00300",13,0,0,"08",0
"5631356","01200",6,0,3,"02",32100
"5631473","00702",18,0,4,"02",34100
"5631546","00600",22,0,2,"02",124200
"5632229","01303",18,0,2,"02",22000
"5632292","00900",43,0,4,"02",5500
"5632730","00702",16,0,2,"04",12180
"5632813","00701",27,0,2,"02",7000
"5632900","00400",27,0,2,"02",58100
"5633096","00300",24,0,3,"02",11210
"5633160","00200",3,0,4,"02",41600
"5633199","00600",21,0,2,"02",35300
"5633219","00200",6,0,1,"06",20000
"5633476","01304",19,0,1,"09",13500
"5633678","00500",25,0,1,"06",18200
"5633813","01307",24,0,2,"01",48700
"5633928","01102",12,0,4,"02",54400
"5633930","00900",18,0,2,"01",40000
"5634261","01200",6,0,5,"01",45700
"5634393","01200",15,0,2,"02",51000
"5634640","00900",22,0,2,"04",26000
"5634749","00500",14,0,0,"02",0
"5634814","01102",6,0,2,"02",50400
"5635054","01000",6,0,3,"02",19900
"5635193","01200",21,0,4,"02",58000
"5635195","01308",23,0,0,"05",0
"5635237","01313",18,0,2,"09",98000
"5635427","00200",6,0,3,"02",78300
"5635468","00900",21,0,2,"02",94300
"5635643","00400",28,0,1,"02",18100
"5635658","01200",3,0,4,"02",77000
"5635721","00100",0,2,1,"  ",0
"5635804","00300",6,0,1,"02",12000
"5636115","01000",12,0,6,"02",72000
"5636250","01304",19,0,2,"09",66000
"5636382","00900",27,0,1,"02",10000
"5636385","01313",27,0,2,"02",26700
"5636443","00702",31,0,2,"02",79400
"5636642","01307",15,0,4,"01",67400
"5636831","01200",6,0,1,"02",24000
"5636993","01200",25,0,2,"02",117300
"5637049","01311",12,0,2,"02",41200
"5637388","00702",0,2,1,"  ",0
"5637449","01302",28,0,2,"02",54000
"5637871","00800",25,0,2,"01",192800
"5637969","00800",6,0,1,"02",15300
"5638084","01304",9,0,3,"02",327750
"5638165","00400",24,0,2,"01",80100
"5638734","01305",22,0,4,"02",82100
"5639025","00300",6,0,2,"02",42200
"5639124","01000",3,0,6,"02",29000
"5639201","00100",15,0,1,"01",15000
"5639407","00702",18,0,1,"09",23000
"5639435","01309",24,0,2,"02",304150
"5639487","01303",15,0,5,"06",14000
"5639822","00701",6,0,5,"02",25000
